tech_id,tech_name,tag,details_html,sources,source_label,source_url,tier,year,time_key,category,sub,abatement_bt
beccs,BECCS (bioenergy + CCS),CDR,"<b>Meaning:</b> Annual CO2 removal via BECCS (median across scenarios limiting warming to ≤2°C), with 2035 estimated by linear interpolation between IPCC 2030 and 2050 medians; <b>Post-2050</b> uses cumulative 2020–2100 median (GtCO2).",IPCC AR6 WG3 Technical Summary / Chapter 12 (CDR volumes; medians and 5–95% ranges),IPCC AR6 WG3,https://www.ipcc.ch/report/ar6/wg3/chapter/technical-summary/,low,2050,y2050,Power & Heat,Oil,0.1375
beccs,BECCS (bioenergy + CCS),CDR,"<b>Meaning:</b> Annual CO2 removal via BECCS (median across scenarios limiting warming to ≤2°C), with 2035 estimated by linear interpolation between IPCC 2030 and 2050 medians; <b>Post-2050</b> uses cumulative 2020–2100 median (GtCO2).",IPCC AR6 WG3 Technical Summary / Chapter 12 (CDR volumes; medians and 5–95% ranges),IPCC AR6 WG3,https://www.ipcc.ch/report/ar6/wg3/chapter/technical-summary/,high,2050,y2050,Power & Heat,Oil,0.1375
beccs,BECCS (bioenergy + CCS),CDR,"<b>Meaning:</b> Annual CO2 removal via BECCS (median across scenarios limiting warming to ≤2°C), with 2035 estimated by linear interpolation between IPCC 2030 and 2050 medians; <b>Post-2050</b> uses cumulative 2020–2100 median (GtCO2).",IPCC AR6 WG3 Technical Summary / Chapter 12 (CDR volumes; medians and 5–95% ranges),IPCC AR6 WG3,https://www.ipcc.ch/report/ar6/wg3/chapter/technical-summary/,low,2100,ypost,Power & Heat,Oil,16.4
beccs,BECCS (bioenergy + CCS),CDR,"<b>Meaning:</b> Annual CO2 removal via BECCS (median across scenarios limiting warming to ≤2°C), with 2035 estimated by linear interpolation between IPCC 2030 and 2050 medians; <b>Post-2050</b> uses cumulative 2020–2100 median (GtCO2).",IPCC AR6 WG3 Technical Summary / Chapter 12 (CDR volumes; medians and 5–95% ranges),IPCC AR6 WG3,https://www.ipcc.ch/report/ar6/wg3/chapter/technical-summary/,high,2100,ypost,Power & Heat,Oil,16.4
biofuels_adv,Advanced sustainable biofuels,Transport fuel switch,"Annual abatement potential based on synthesis of IPCC AR6 WGIII, IEA NZE 2050 and IRENA WETO 1.5°C pathway ranges (order‑of‑magnitude consistent, non‑additive across sectors).",IPCC AR6 WGIII (2022); IEA Net Zero (2021); IRENA WETO (2023),,https://www.ipcc.ch/report/ar6/wg3/,low,2035,y2035,Transport,Aviation,0.18
biofuels_adv,Advanced sustainable biofuels,Transport fuel switch,"Annual abatement potential based on synthesis of IPCC AR6 WGIII, IEA NZE 2050 and IRENA WETO 1.5°C pathway ranges (order‑of‑magnitude consistent, non‑additive across sectors).",IPCC AR6 WGIII (2022); IEA Net Zero (2021); IRENA WETO (2023),,https://www.ipcc.ch/report/ar6/wg3/,high,2035,y2035,Transport,Aviation,0.18
biofuels_adv,Advanced sustainable biofuels,Transport fuel switch,"Annual abatement potential based on synthesis of IPCC AR6 WGIII, IEA NZE 2050 and IRENA WETO 1.5°C pathway ranges (order‑of‑magnitude consistent, non‑additive across sectors).",IPCC AR6 WGIII (2022); IEA Net Zero (2021); IRENA WETO (2023),,https://www.ipcc.ch/report/ar6/wg3/,low,2050,y2050,Transport,Aviation,0.45
biofuels_adv,Advanced sustainable biofuels,Transport fuel switch,"Annual abatement potential based on synthesis of IPCC AR6 WGIII, IEA NZE 2050 and IRENA WETO 1.5°C pathway ranges (order‑of‑magnitude consistent, non‑additive across sectors).",IPCC AR6 WGIII (2022); IEA Net Zero (2021); IRENA WETO (2023),,https://www.ipcc.ch/report/ar6/wg3/,high,2050,y2050,Transport,Aviation,0.45
biofuels_adv,Advanced sustainable biofuels,Transport fuel switch,"Annual abatement potential based on synthesis of IPCC AR6 WGIII, IEA NZE 2050 and IRENA WETO 1.5°C pathway ranges (order‑of‑magnitude consistent, non‑additive across sectors).",IPCC AR6 WGIII (2022); IEA Net Zero (2021); IRENA WETO (2023),,https://www.ipcc.ch/report/ar6/wg3/,low,2100,ypost,Transport,Aviation,0
biofuels_adv,Advanced sustainable biofuels,Transport fuel switch,"Annual abatement potential based on synthesis of IPCC AR6 WGIII, IEA NZE 2050 and IRENA WETO 1.5°C pathway ranges (order‑of‑magnitude consistent, non‑additive across sectors).",IPCC AR6 WGIII (2022); IEA Net Zero (2021); IRENA WETO (2023),,https://www.ipcc.ch/report/ar6/wg3/,high,2100,ypost,Transport,Aviation,0
biofuels_adv,Advanced sustainable biofuels,Transport fuel switch,"Annual abatement potential based on synthesis of IPCC AR6 WGIII, IEA NZE 2050 and IRENA WETO 1.5°C pathway ranges (order‑of‑magnitude consistent, non‑additive across sectors).",IPCC AR6 WGIII (2022); IEA Net Zero (2021); IRENA WETO (2023),,https://www.ipcc.ch/report/ar6/wg3/,low,2035,y2035,Transport,Road,0.42
biofuels_adv,Advanced sustainable biofuels,Transport fuel switch,"Annual abatement potential based on synthesis of IPCC AR6 WGIII, IEA NZE 2050 and IRENA WETO 1.5°C pathway ranges (order‑of‑magnitude consistent, non‑additive across sectors).",IPCC AR6 WGIII (2022); IEA Net Zero (2021); IRENA WETO (2023),,https://www.ipcc.ch/report/ar6/wg3/,high,2035,y2035,Transport,Road,0.42
biofuels_adv,Advanced sustainable biofuels,Transport fuel switch,"Annual abatement potential based on synthesis of IPCC AR6 WGIII, IEA NZE 2050 and IRENA WETO 1.5°C pathway ranges (order‑of‑magnitude consistent, non‑additive across sectors).",IPCC AR6 WGIII (2022); IEA Net Zero (2021); IRENA WETO (2023),,https://www.ipcc.ch/report/ar6/wg3/,low,2050,y2050,Transport,Road,1.05
biofuels_adv,Advanced sustainable biofuels,Transport fuel switch,"Annual abatement potential based on synthesis of IPCC AR6 WGIII, IEA NZE 2050 and IRENA WETO 1.5°C pathway ranges (order‑of‑magnitude consistent, non‑additive across sectors).",IPCC AR6 WGIII (2022); IEA Net Zero (2021); IRENA WETO (2023),,https://www.ipcc.ch/report/ar6/wg3/,high,2050,y2050,Transport,Road,1.05
biofuels_adv,Advanced sustainable biofuels,Transport fuel switch,"Annual abatement potential based on synthesis of IPCC AR6 WGIII, IEA NZE 2050 and IRENA WETO 1.5°C pathway ranges (order‑of‑magnitude consistent, non‑additive across sectors).",IPCC AR6 WGIII (2022); IEA Net Zero (2021); IRENA WETO (2023),,https://www.ipcc.ch/report/ar6/wg3/,low,2100,ypost,Transport,Road,0
biofuels_adv,Advanced sustainable biofuels,Transport fuel switch,"Annual abatement potential based on synthesis of IPCC AR6 WGIII, IEA NZE 2050 and IRENA WETO 1.5°C pathway ranges (order‑of‑magnitude consistent, non‑additive across sectors).",IPCC AR6 WGIII (2022); IEA Net Zero (2021); IRENA WETO (2023),,https://www.ipcc.ch/report/ar6/wg3/,high,2100,ypost,Transport,Road,0
ccs_industry,CCS in industry,Industry,<b>Anchor evidence:</b> UNEP-CCC identifies an industrial CCS component of <b>~0.5 GtCO2</b> by 2035 (within a larger industry total).<br/><b>Translation:</b> allocate the 2035 CCS cap across <i>Cement</i> and <i>Chemicals</i> proportional to their emissions; for 2050/post-2050 use indicative rising fractions (edit as needed).,UNEP-CCC 2035 sectoral potentials (industry CCS component)|https://unepccc.org/wp-content/uploads/2024/10/sectoral-greenhouse-gas-emissions-reductions-potentials-in-2035.pdf,,,low,2035,y2035,Industry,Cement,0.188088
ccs_industry,CCS in industry,Industry,<b>Anchor evidence:</b> UNEP-CCC identifies an industrial CCS component of <b>~0.5 GtCO2</b> by 2035 (within a larger industry total).<br/><b>Translation:</b> allocate the 2035 CCS cap across <i>Cement</i> and <i>Chemicals</i> proportional to their emissions; for 2050/post-2050 use indicative rising fractions (edit as needed).,UNEP-CCC 2035 sectoral potentials (industry CCS component)|https://unepccc.org/wp-content/uploads/2024/10/sectoral-greenhouse-gas-emissions-reductions-potentials-in-2035.pdf,,,high,2035,y2035,Industry,Cement,0.125
ccs_industry,CCS in industry,Industry,<b>Anchor evidence:</b> UNEP-CCC identifies an industrial CCS component of <b>~0.5 GtCO2</b> by 2035 (within a larger industry total).<br/><b>Translation:</b> allocate the 2035 CCS cap across <i>Cement</i> and <i>Chemicals</i> proportional to their emissions; for 2050/post-2050 use indicative rising fractions (edit as needed).,UNEP-CCC 2035 sectoral potentials (industry CCS component)|https://unepccc.org/wp-content/uploads/2024/10/sectoral-greenhouse-gas-emissions-reductions-potentials-in-2035.pdf,,,low,2050,y2050,Industry,Cement,0.343
ccs_industry,CCS in industry,Industry,<b>Anchor evidence:</b> UNEP-CCC identifies an industrial CCS component of <b>~0.5 GtCO2</b> by 2035 (within a larger industry total).<br/><b>Translation:</b> allocate the 2035 CCS cap across <i>Cement</i> and <i>Chemicals</i> proportional to their emissions; for 2050/post-2050 use indicative rising fractions (edit as needed).,UNEP-CCC 2035 sectoral potentials (industry CCS component)|https://unepccc.org/wp-content/uploads/2024/10/sectoral-greenhouse-gas-emissions-reductions-potentials-in-2035.pdf,,,high,2050,y2050,Industry,Cement,0.1155
ccs_industry,CCS in industry,Industry,<b>Anchor evidence:</b> UNEP-CCC identifies an industrial CCS component of <b>~0.5 GtCO2</b> by 2035 (within a larger industry total).<br/><b>Translation:</b> allocate the 2035 CCS cap across <i>Cement</i> and <i>Chemicals</i> proportional to their emissions; for 2050/post-2050 use indicative rising fractions (edit as needed).,UNEP-CCC 2035 sectoral potentials (industry CCS component)|https://unepccc.org/wp-content/uploads/2024/10/sectoral-greenhouse-gas-emissions-reductions-potentials-in-2035.pdf,,,low,2100,ypost,Industry,Cement,0
ccs_industry,CCS in industry,Industry,<b>Anchor evidence:</b> UNEP-CCC identifies an industrial CCS component of <b>~0.5 GtCO2</b> by 2035 (within a larger industry total).<br/><b>Translation:</b> allocate the 2035 CCS cap across <i>Cement</i> and <i>Chemicals</i> proportional to their emissions; for 2050/post-2050 use indicative rising fractions (edit as needed).,UNEP-CCC 2035 sectoral potentials (industry CCS component)|https://unepccc.org/wp-content/uploads/2024/10/sectoral-greenhouse-gas-emissions-reductions-potentials-in-2035.pdf,,,high,2100,ypost,Industry,Cement,0
ccs_industry,CCS in industry,Industry,<b>Anchor evidence:</b> UNEP-CCC identifies an industrial CCS component of <b>~0.5 GtCO2</b> by 2035 (within a larger industry total).<br/><b>Translation:</b> allocate the 2035 CCS cap across <i>Cement</i> and <i>Chemicals</i> proportional to their emissions; for 2050/post-2050 use indicative rising fractions (edit as needed).,UNEP-CCC 2035 sectoral potentials (industry CCS component)|https://unepccc.org/wp-content/uploads/2024/10/sectoral-greenhouse-gas-emissions-reductions-potentials-in-2035.pdf,,,low,2035,y2035,Industry,Chemicals,0.311912
ccs_industry,CCS in industry,Industry,<b>Anchor evidence:</b> UNEP-CCC identifies an industrial CCS component of <b>~0.5 GtCO2</b> by 2035 (within a larger industry total).<br/><b>Translation:</b> allocate the 2035 CCS cap across <i>Cement</i> and <i>Chemicals</i> proportional to their emissions; for 2050/post-2050 use indicative rising fractions (edit as needed).,UNEP-CCC 2035 sectoral potentials (industry CCS component)|https://unepccc.org/wp-content/uploads/2024/10/sectoral-greenhouse-gas-emissions-reductions-potentials-in-2035.pdf,,,high,2035,y2035,Industry,Chemicals,0.375
ccs_industry,CCS in industry,Industry,<b>Anchor evidence:</b> UNEP-CCC identifies an industrial CCS component of <b>~0.5 GtCO2</b> by 2035 (within a larger industry total).<br/><b>Translation:</b> allocate the 2035 CCS cap across <i>Cement</i> and <i>Chemicals</i> proportional to their emissions; for 2050/post-2050 use indicative rising fractions (edit as needed).,UNEP-CCC 2035 sectoral potentials (industry CCS component)|https://unepccc.org/wp-content/uploads/2024/10/sectoral-greenhouse-gas-emissions-reductions-potentials-in-2035.pdf,,,low,2050,y2050,Industry,Chemicals,0.539
ccs_industry,CCS in industry,Industry,<b>Anchor evidence:</b> UNEP-CCC identifies an industrial CCS component of <b>~0.5 GtCO2</b> by 2035 (within a larger industry total).<br/><b>Translation:</b> allocate the 2035 CCS cap across <i>Cement</i> and <i>Chemicals</i> proportional to their emissions; for 2050/post-2050 use indicative rising fractions (edit as needed).,UNEP-CCC 2035 sectoral potentials (industry CCS component)|https://unepccc.org/wp-content/uploads/2024/10/sectoral-greenhouse-gas-emissions-reductions-potentials-in-2035.pdf,,,high,2050,y2050,Industry,Chemicals,0.343
ccs_industry,CCS in industry,Industry,<b>Anchor evidence:</b> UNEP-CCC identifies an industrial CCS component of <b>~0.5 GtCO2</b> by 2035 (within a larger industry total).<br/><b>Translation:</b> allocate the 2035 CCS cap across <i>Cement</i> and <i>Chemicals</i> proportional to their emissions; for 2050/post-2050 use indicative rising fractions (edit as needed).,UNEP-CCC 2035 sectoral potentials (industry CCS component)|https://unepccc.org/wp-content/uploads/2024/10/sectoral-greenhouse-gas-emissions-reductions-potentials-in-2035.pdf,,,low,2100,ypost,Industry,Chemicals,0
ccs_industry,CCS in industry,Industry,<b>Anchor evidence:</b> UNEP-CCC identifies an industrial CCS component of <b>~0.5 GtCO2</b> by 2035 (within a larger industry total).<br/><b>Translation:</b> allocate the 2035 CCS cap across <i>Cement</i> and <i>Chemicals</i> proportional to their emissions; for 2050/post-2050 use indicative rising fractions (edit as needed).,UNEP-CCC 2035 sectoral potentials (industry CCS component)|https://unepccc.org/wp-content/uploads/2024/10/sectoral-greenhouse-gas-emissions-reductions-potentials-in-2035.pdf,,,high,2100,ypost,Industry,Chemicals,0
daccs,DACCS,CDR,"<b>Meaning:</b> Annual CO2 removal via Direct Air Carbon Capture & Storage (median across scenarios ≤2°C), 2035 via linear interpolation between IPCC 2030 and 2050 medians; <b>Post-2050</b> uses cumulative 2020–2100 median (GtCO2).",IPCC AR6 WG3 Technical Summary / Chapter 12 (CDR volumes; medians and 5–95% ranges),,https://www.ipcc.ch/report/ar6/wg3/chapter/technical-summary/,low,2035,y2035,Other,Residual,0.005
daccs,DACCS,CDR,"<b>Meaning:</b> Annual CO2 removal via Direct Air Carbon Capture & Storage (median across scenarios ≤2°C), 2035 via linear interpolation between IPCC 2030 and 2050 medians; <b>Post-2050</b> uses cumulative 2020–2100 median (GtCO2).",IPCC AR6 WG3 Technical Summary / Chapter 12 (CDR volumes; medians and 5–95% ranges),,https://www.ipcc.ch/report/ar6/wg3/chapter/technical-summary/,high,2035,y2035,Other,Residual,0.005
daccs,DACCS,CDR,"<b>Meaning:</b> Annual CO2 removal via Direct Air Carbon Capture & Storage (median across scenarios ≤2°C), 2035 via linear interpolation between IPCC 2030 and 2050 medians; <b>Post-2050</b> uses cumulative 2020–2100 median (GtCO2).",IPCC AR6 WG3 Technical Summary / Chapter 12 (CDR volumes; medians and 5–95% ranges),,https://www.ipcc.ch/report/ar6/wg3/chapter/technical-summary/,low,2050,y2050,Other,Residual,0.02
daccs,DACCS,CDR,"<b>Meaning:</b> Annual CO2 removal via Direct Air Carbon Capture & Storage (median across scenarios ≤2°C), 2035 via linear interpolation between IPCC 2030 and 2050 medians; <b>Post-2050</b> uses cumulative 2020–2100 median (GtCO2).",IPCC AR6 WG3 Technical Summary / Chapter 12 (CDR volumes; medians and 5–95% ranges),,https://www.ipcc.ch/report/ar6/wg3/chapter/technical-summary/,high,2050,y2050,Other,Residual,0.02
daccs,DACCS,CDR,"<b>Meaning:</b> Annual CO2 removal via Direct Air Carbon Capture & Storage (median across scenarios ≤2°C), 2035 via linear interpolation between IPCC 2030 and 2050 medians; <b>Post-2050</b> uses cumulative 2020–2100 median (GtCO2).",IPCC AR6 WG3 Technical Summary / Chapter 12 (CDR volumes; medians and 5–95% ranges),,https://www.ipcc.ch/report/ar6/wg3/chapter/technical-summary/,low,2100,ypost,Other,Residual,29
daccs,DACCS,CDR,"<b>Meaning:</b> Annual CO2 removal via Direct Air Carbon Capture & Storage (median across scenarios ≤2°C), 2035 via linear interpolation between IPCC 2030 and 2050 medians; <b>Post-2050</b> uses cumulative 2020–2100 median (GtCO2).",IPCC AR6 WG3 Technical Summary / Chapter 12 (CDR volumes; medians and 5–95% ranges),,https://www.ipcc.ch/report/ar6/wg3/chapter/technical-summary/,high,2100,ypost,Other,Residual,29
energy_storage,Grid‑scale energy storage,Power flexibility,"Annual abatement potential based on synthesis of IPCC AR6 WGIII, IEA NZE 2050 and IRENA WETO 1.5°C pathway ranges (order‑of‑magnitude consistent, non‑additive across sectors).",IPCC AR6 WGIII (2022); IEA Net Zero (2021); IRENA WETO (2023),,https://www.ipcc.ch/report/ar6/wg3/,low,2035,y2035,Power & Heat,Coal,0.219
energy_storage,Grid‑scale energy storage,Power flexibility,"Annual abatement potential based on synthesis of IPCC AR6 WGIII, IEA NZE 2050 and IRENA WETO 1.5°C pathway ranges (order‑of‑magnitude consistent, non‑additive across sectors).",IPCC AR6 WGIII (2022); IEA Net Zero (2021); IRENA WETO (2023),,https://www.ipcc.ch/report/ar6/wg3/,high,2035,y2035,Power & Heat,Coal,0.219
energy_storage,Grid‑scale energy storage,Power flexibility,"Annual abatement potential based on synthesis of IPCC AR6 WGIII, IEA NZE 2050 and IRENA WETO 1.5°C pathway ranges (order‑of‑magnitude consistent, non‑additive across sectors).",IPCC AR6 WGIII (2022); IEA Net Zero (2021); IRENA WETO (2023),,https://www.ipcc.ch/report/ar6/wg3/,low,2050,y2050,Power & Heat,Coal,0.657
